general,/ˈdʒɛn.ər.əl/,adj.,一般的,The general opinion is positive.,一般的意見是正面的。
generous,/ˈdʒɛn.ər.əs/,adj.,慷慨的,She is a generous person.,她是一個慷慨的人。
genius,/ˈdʒiː.nɪəs/,n.,天才,He is a musical genius.,他是音樂天才。
gentle,/ˈdʒɛn.təl/,adj.,溫柔的,She is a gentle person.,她是一個溫柔的人。
gentleman,/ˈdʒɛn.təl.mən/,n.,紳士,He is a true gentleman.,他是一位真正的紳士。
geography,/dʒiˈɒɡ.rə.fi/,n.,地理,She studies geography.,她學習地理。
gesture,/ˈdʒɛs.tʃər/,n.,手勢,He made a friendly gesture.,他做了一個友好的手勢。
goal,/ɡəʊl/,n.,目標,His goal is to become a doctor.,他的目標是成為一名醫生。
god,/ɡɒd/,n.,神,She believes in God.,她相信神。
gold,/ɡəʊld/,n.,金,The ring is made of gold.,這個戒指是金做的。
golden,/ˈɡəʊl.dən/,adj.,金色的,The sunset was golden.,黃昏是金色的。
golf,/ɡɒlf/,n.,高爾夫球,He plays golf every weekend.,他每個週末打高爾夫球。
government,/ˈɡʌv.ər.mənt/,n.,政府,The government passed a new law.,政府通過了一項新法律。
granddaughter,/ˌɡrænˈdɔː.tər/,n.,孫女,She is my granddaughter.,她是我的孫女。
grandson,/ˈɡræn.sʌn/,n.,孫子,He is my grandson.,他是我的孫子。
greedy,/ˈɡriː.di/,adj.,貪婪的,He is a greedy person.,他是一個貪婪的人。
greet,/ɡriːt/,v.,問候,She greeted him warmly.,她熱情地問候他。
guard,/ɡɑːrd/,n.,守衛,The guard stood at the door.,守衛站在門口。
guest,/ɡɛst/,n.,客人,She welcomed the guest.,她歡迎客人。
guide,/ɡaɪd/,n.,嚮導,He is a tour guide.,他是導遊。
gun,/ɡʌn/,n.,槍,He carried a gun.,他帶著一把槍。
haircut,/ˈheər.kʌt/,n.,理髮,He got a new haircut.,他理了新髮型。
hairdresser,/ˈheərˌdrɛs.ər/,n.,理髮師,She is a skilled hairdresser.,她是一位技術嫻熟的理髮師。
hall,/hɔːl/,n.,大廳,The hall is spacious.,大廳很寬敞。
hammer,/ˈhæm.ər/,n.,錘子,He used a hammer to fix the shelf.,他用錘子修理架子。
handkerchief,/ˈhæŋ.kər.tʃɪf/,n.,手帕,She used a handkerchief to wipe her tears.,她用手帕擦乾眼淚。
handle,/ˈhæn.dəl/,v.,處理,He handled the situation well.,他處理得很好。
hanger,/ˈhæŋ.ər/,n.,衣架,She hung her coat on the hanger.,她把外套掛在衣架上。
heater,/ˈhiː.tər/,n.,取暖器,He turned on the heater.,他打開了取暖器。
height,/haɪt/,n.,高度,The building's height is impressive.,這棟建築的高度令人印象深刻。
helicopter,/ˈhɛl.ɪ.kɒp.tər/,n.,直升機,The helicopter landed safely.,直升機安全著陸。
hero,/ˈhɪə.rəʊ/,n.,英雄,He is a hero.,他是英雄。
highway,/ˈhaɪ.weɪ/,n.,公路,The highway is busy.,公路很繁忙。
hip,/hɪp/,n.,臀部,She injured her hip.,她傷了臀部。
hire,/ˈhaɪər/,v.,雇用,He hired a new employee.,他雇用了一名新員工。
hole,/həʊl/,n.,洞,He dug a hole in the ground.,他在地上挖了一個洞。
homesick,/ˈhəʊm.sɪk/,adj.,思鄉的,She feels homesick.,她思鄉心切。
honesty,/ɒnˈɛs.ti/,n.,誠實,Honesty is important.,誠實很重要。
horrible,/ˈhɒr.ə.bəl/,adj.,可怕的,The movie was horrible.,這部電影很可怕。
host,/həʊst/,n.,主人,He is a gracious host.,他是一位熱情的主人。
housework,/ˈhaʊs.wɜːrk/,n.,家務,She does the housework.,她做家務。
hug,/hʌɡ/,v.,擁抱,She hugged him tightly.,她緊緊擁抱他。
human,/ˈhjuː.mən/,n.,人類,He is a kind human.,他是一個善良的人。
humble,/ˈhʌm.bəl/,adj.,謙虛的,He is a humble person.,他是一個謙虛的人。
humid,/ˈhjuː.mɪd/,adj.,潮濕的,The weather is humid.,天氣很潮濕。
humor,/ˈhjuː.mər/,n.,幽默,He has a good sense of humor.,他有很好的幽默感。
humorous,/ˈhjuː.mər.əs/,adj.,幽默的,The story is humorous.,這個故事很幽默。
hunger,/ˈhʌŋ.ɡər/,n.,飢餓,He felt hunger.,他感到飢餓。
hunter,/ˈhʌn.tər/,n.,獵人,He is an experienced hunter.,他是一位有經驗的獵人。
ignore,/ɪɡˈnɔːr/,v.,忽視,He ignored her advice.,他忽視了她的建議。
ill,/ɪl/,adj.,生病的,She feels ill.,她感到不舒服。
imagine,/ɪˈmædʒ.ɪn/,v.,想像,He can imagine the future.,他可以想像未來。
impolite,/ɪmˈpəʊ.laɪt/,adj.,無禮的,His behavior was impolite.,他的行為很無禮。
importance,/ɪmˈpɔːr.təns/,n.,重要性,The importance of education is clear.,教育的重要性是明顯的。
impossible,/ɪmˈpɒs.ə.bəl/,adj.,不可能的,The task is impossible.,這項任務是不可能的。
improve,/ɪmˈpruːv/,v.,改進,He needs to improve his skills.,他需要改進他的技能。
include,/ɪnˈkluːd/,v.,包括,The price includes tax.,價格包括稅。
income,/ˈɪn.kʌm/,n.,收入,His income is stable.,他的收入穩定。
increase,/ɪnˈkriːs/,v.,增加,The temperature will increase.,溫度會上升。
independent,/ˌɪn.dɪˈpen.dənt/,adj.,獨立的,She is an independent woman.,她是一個獨立的女性。
indicate,/ˈɪn.dɪ.keɪt/,v.,指示,The sign indicates the direction.,標誌指示方向。
influence,/ˈɪn.flu.əns/,n.,影響,His words had a great influence.,他的話有很大的影響。
information,/ˌɪn.fərˈmeɪ.ʃən/,n.,信息,The information is useful.,這個信息很有用。
ink,/ɪŋk/,n.,墨水,He wrote with black ink.,他用黑墨水寫字。
insist,/ɪnˈsɪst/,v.,堅持,He insists on his opinion.,他堅持他的意見。
inspire,/ɪnˈspaɪər/,v.,激勵,She inspires others.,她激勵別人。
instant,/ˈɪn.stənt/,adj.,立即的,The response was instant.,回應是立即的。
instrument,/ˈɪn.strə.mənt/,n.,儀器,He plays a musical instrument.,他演奏樂器。
intelligent,/ɪnˈtɛl.ɪ.dʒənt/,adj.,聰明的,She is an intelligent student.,她是一個聰明的學生。
international,/ˌɪn.tərˈnæʃ.ə.nəl/,adj.,國際的,The event is international.,這次活動是國際性的。
interrupt,/ˌɪn.təˈrʌpt/,v.,打斷,He interrupted the conversation.,他打斷了對話。
introduce,/ˌɪn.trəˈdjuːs/,v.,介紹,She introduced her friend.,她介紹了她的朋友。
invent,/ɪnˈvent/,v.,發明,He invented a new device.,他發明了一個新裝置。
invitation,/ˌɪn.vɪˈteɪ.ʃən/,n.,邀請,She received an invitation.,她收到了邀請。
iron,/ˈaɪ.ər.ən/,n.,鐵,The gate is made of iron.,這個門是鐵做的。
jam,/dʒæm/,n.,果醬,She spread jam on the bread.,她在麵包上塗果醬。
jazz,/dʒæz/,n.,爵士樂,He listens to jazz music.,他聽爵士樂。
jealous,/ˈdʒɛl.əs/,adj.,嫉妒的,She is jealous of her sister.,她嫉妒她的姐妹。
jeep,/dʒiːp/,n.,吉普車,He drives a jeep.,他開吉普車。
joke,/dʒəʊk/,n.,笑話,He told a funny joke.,他講了一個有趣的笑話。
journalist,/ˈdʒɜːr.nə.lɪst/,n.,記者,She is a famous journalist.,她是一位著名的記者。
judge,/dʒʌdʒ/,n.,法官,The judge made a decision.,法官做出了決定。
ketchup,/ˈkɛtʃ.ʌp/,n.,番茄醬,He put ketchup on his fries.,他在薯條上加了番茄醬。
